,away_FT_goals,away_atk,away_corners,away_def,away_formation,away_fouls,away_gk,away_mid,away_red,away_shots,away_shots_target,away_team,away_yellow,date,home_FT_goals,home_atk,home_corners,home_def,home_formation,home_fouls,home_gk,home_mid,home_red,home_shots,home_shots_target,home_team,home_yellow,B365A,B365H,B365D
951,1,['John Sutton'],0,"['Stephen McManus', ""Mark O'Brien"", 'Fraser Kerr', 'Simon Ramsden']",4-4-1-1,11,['Dan Twardzik'],"['Zaine Francis-Angol', 'Craig Reid', 'Iain Vigurs', 'Keith Lasley', 'Josh Law']",0,4,1,Motherwell,1,2014-09-21,0,"['Anthony Stokes', 'John Guidetti']",8,"['Virgil van Dijk', 'Jason Denayer', 'Efe Ambrose', 'Emilio Izaguirre']",4-4-2,2,['Lukasz Zaluska'],"['Aleksandar Tonev', 'Nir Biton', 'Biram Kayal', 'Callum McGregor']",0,27,10,Celtic,0,12.0,1.22,6.0
952,2,['Mickael Antione-Curier'],4,"['Steven Hendrie', 'Garcia Tena', 'Michael Devlin', 'Ziggy Gordon']",4-1-4-1,16,['Michael McGovern'],"['Anthony Andreu', 'Daniel Redmond', 'Alistair Crawford', 'Dougie Imrie', 'Grant Gillespie']",0,23,9,Hamilton,1,2014-09-27,0,"['Robert McHugh', 'Henrik Ojamaa', 'Lee Erwin']",9,"['Zaine Francis-Angol', 'Stephen McManus', 'Simon Ramsden', 'Fraser Kerr']",4-3-3,15,['Dan Twardzik'],"['Paul Lawson', 'Jack Leitch', 'Stewart Carswell']",0,9,3,Motherwell,5,2.6,2.6,3.4
953,0,['Luka Tankulic'],3,"['Gary Irvine', 'James McPake', 'Paul McGinn', 'Jim McAllister']",4-1-4-1,17,['Kyle Letheren'],"['Paul McGowan', 'Martin Boyle', 'Simon Ferry', 'Gary Harkins', 'Greg Stewart']",0,8,4,Dundee FC,2,2014-09-27,1,['Yoann Arquin'],7,"['Ben Frempah', 'Jackson Irvine', 'Lewis Toshney', 'Graham Carey']",4-1-4-1,13,['Mark Brown'],"['Filip Kiss', 'Michael Gardyne', 'Richard Brittain', 'Rocco Quinn', 'Joe Cardle']",0,15,5,Ross County,1,2.2,3.25,3.25
954,1,['Billy McKay'],2,"['Graeme Shinnie', 'Josh Meekings', 'Gary Warren', 'David Raven']",4-4-1-1,16,['Dean Brill'],"['Marley Watkins', 'Ryan Christie', 'Aaron Doran', 'Greg Tansey', 'Ross Draper']",0,9,4,Inverness C,2,2014-09-27,2,"['Adam Rooney', 'David Goodwillie']",8,"['Andrew Considine', 'Mark Reynolds', 'Ashton Taylor', 'Shaleum Logan']",4-4-2,16,['Jamie Langfield'],"['Peter Pawlett', 'Jonathan Hayes', 'Barry Robson', 'Willo Flood']",0,10,7,Aberdeen,2,3.4,2.1,3.4
955,0,"[""Michael O'Halloran""]",5,"['David Mackay', 'Brian Easton', 'Steven Anderson', 'Frazer Wright']",4-2-3-1,14,['Alan Mannus'],"['Murray Davidson', 'Lee Croft', 'David Wotherspoon', 'Gary McDonald', 'Liam Caddis']",0,7,1,St Johnstone,1,2014-09-27,1,['Mario Bilate'],3,"['Keith Watson', 'Sean Dillon', 'Callum Morris', 'Jaroslaw Fojut']",4-2-3-1,13,['Radoslaw Cierzniak'],"['Chris Erskine', 'John Rankin', 'Paul Paton', 'Ryan Dow', 'Nadir Ciftci']",0,6,3,Dundee United,2,4.0,1.85,3.6
956,1,"['Anthony Stokes', 'John Guidetti']",6,"['Emilio Izaguirre', ""Eoghan O'Connell"", 'Virgil van Dijk', 'Efe Ambrose']",4-4-2,12,['Craig Gordon'],"['Callum McGregor', 'Stefan Johansen', 'Scott Brown', 'Wakaso Mubarak']",0,11,2,Celtic,1,2014-09-27,0,['Callum Ball'],5,"['Jeroen Tesselaar', 'Marc McAusland', 'Jim Goodwin', 'Jason Naismith']",4-4-1-1,11,['Marian Kello'],"['Sean Kelly', 'James Marwood', 'Thomas Reilly', 'John McGinn', 'Kenny McLean']",0,6,2,St Mirren,2,1.33,9.0,5.0
957,0,['Kris Doolan'],3,"['Jordan McMillan', 'Conrad Balatoni', 'Daniel Seaborne', 'Jake Carroll']",4-2-3-1,11,['Scott Fox'],"['Kallum Higginbotham', 'Abdul Osman', 'Stuart Bannigan', 'Steven Lawless', 'Ryan Stevenson']",0,8,4,Partick,3,2014-09-27,1,"['Josh Magennis', 'Temitope Ayoluwa Obadeyi']",4,"['Manuel Pascali', 'Mark Connolly', 'Ross Barbour', 'Darryl Westlake']",4-1-2-1-2,5,['Craig Samson'],"['Alexei Jr Eremenko', 'Christopher Johnston', 'Sammy Clingan', 'Jamie Hamill']",0,11,7,Kilmarnock,0,2.7,2.5,3.4
958,0,['James Marwood'],5,"['Jim Goodwin', 'Marc McAusland', 'Jason Naismith', 'Sean Kelly']",4-4-1-1,12,['Marian Kello'],"['John McGinn', 'Kenny McLean', 'Thomas Reilly', 'Gregg Wylde', 'Callum Ball']",0,10,5,St Mirren,3,2014-09-30,1,"['Adam Rooney', 'David Goodwillie']",7,"['Jonathan Hayes', 'Mark Reynolds', 'Ashton Taylor', 'Shaleum Logan']",4-4-2,16,['Jamie Langfield'],"['Peter Pawlett', 'Barry Robson', 'Willo Flood', 'Niall McGinn']",0,21,11,Aberdeen,2,6.0,1.53,4.0
959,0,"['Nadir Ciftci', 'Chris Erskine']",2,"['Keith Watson', 'Sean Dillon', 'Jaroslaw Fojut', 'Callum Morris']",4-4-2,10,['Radoslaw Cierzniak'],"['Paul Paton', 'Stuart Armstrong', 'Ryan Dow', 'John Rankin']",0,11,3,Dundee United,2,2014-10-03,0,"['Temitope Ayoluwa Obadeyi', 'Josh Magennis']",7,"['Manuel Pascali', 'Mark Connolly', 'Ross Barbour', 'Chris Chantler']",4-4-2,14,['Craig Samson'],"['Christopher Johnston', 'Sammy Clingan', 'Jamie Hamill', 'Alexei Jr Eremenko']",0,15,6,Kilmarnock,3,2.0,3.6,3.5
960,2,"['David Goodwillie', 'Adam Rooney']",7,"['Andrew Considine', 'Mark Reynolds', 'Ashton Taylor', 'Shaleum Logan']",4-4-2,18,['Jamie Langfield'],"['Peter Pawlett', 'Barry Robson', 'Willo Flood', 'Niall McGinn']",0,6,2,Aberdeen,2,2014-10-04,1,['David Clarkson'],5,"['Gary Irvine', 'Thomas Konrad', 'James McPake', 'Paul McGinn']",4-4-1-1,14,['Kyle Letheren'],"['Gary Harkins', 'Paul McGowan', 'Jim McAllister', 'Kevin McBride', 'Greg Stewart']",0,13,4,Dundee FC,2,2.15,3.2,3.5
961,0,"['John Sutton', 'Henrik Ojamaa']",5,"[""Mark O'Brien"", 'Stephen McManus', 'Fraser Kerr', 'Steven Hammell']",4-4-2,11,['Dan Twardzik'],"['Keith Lasley', 'Stewart Carswell', 'Iain Vigurs', 'Josh Law']",0,8,5,Motherwell,1,2014-10-04,1,['Kris Doolan'],5,"['Conrad Balatoni', ""Stephen O'Donnel"", 'Jordan McMillan', 'Daniel Seaborne']",4-2-3-1,9,['Scott Fox'],"['Stuart Bannigan', 'Abdul Osman', 'James Craigen', 'Steven Lawless', 'Christie Elliot']",0,12,6,Partick,3,3.25,2.1,3.6
962,1,['Callum Ball'],3,"['Jim Goodwin', 'Marc McAusland', 'Jason Naismith', 'Sean Kelly']",4-4-1-1,12,['Marian Kello'],"['Gregg Wylde', 'Kenny McLean', 'John McGinn', 'Thomas Reilly', 'James Marwood']",0,7,2,St Mirren,3,2014-10-04,0,"[""Michael O'Halloran"", 'Brian Graham']",5,"['Steven Anderson', 'David Mackay', 'Gary Miller', 'Brian Easton']",4-4-2,11,['Alan Mannus'],"['Simon Lappin', 'Scott Brown', 'Murray Davidson', 'David Wotherspoon']",0,5,1,St Johnstone,0,4.2,1.83,3.6
963,0,['Mickael Antione-Curier'],4,"['Ziggy Gordon', 'Garcia Tena', 'Michael Devlin', 'Steven Hendrie']",4-4-1-1,6,['Michael McGovern'],"['Alistair Crawford', 'Dougie Imrie', 'Anthony Andreu', 'Grant Gillespie', 'Daniel Redmond']",0,5,2,Hamilton,1,2014-10-05,0,['John Guidetti'],11,"['Efe Ambrose', 'Jason Denayer', 'Virgil van Dijk', 'Emilio Izaguirre']",4-2-3-1,13,['Craig Gordon'],"['Scott Brown', 'Stefan Johansen', 'Wakaso Mubarak', 'Kris Commons', 'Anthony Stokes']",0,16,7,Celtic,2,12.0,1.22,6.0
964,1,['Yoann Arquin'],4,"['Scott Boyd', 'Jackson Irvine', 'Graham Carey', 'Lewis Toshney']",4-4-1-1,16,['Mark Brown'],"['Ben Frempah', 'Rocco Quinn', 'Joe Cardle', 'Filip Kiss', 'Richard Brittain']",0,14,6,Ross County,2,2014-10-05,0,['Billy McKay'],8,"['Josh Meekings', 'Graeme Shinnie', 'David Raven', 'Gary Warren']",4-4-1-1,8,['Dean Brill'],"['Greg Tansey', 'Ryan Christie', 'Marley Watkins', 'Aaron Doran', 'Ross Draper']",0,19,10,Inverness C,1,7.0,1.5,4.0
965,0,"['David Goodwillie', 'Adam Rooney']",4,"['Mark Reynolds', 'Ashton Taylor', 'Andrew Considine']",3-5-2,13,['Jamie Langfield'],"['Ryan Jack', 'Willo Flood', 'Shaleum Logan', 'Jonathan Hayes', 'Barry Robson']",0,8,3,Aberdeen,2,2014-10-17,1,['Mickael Antione-Curier'],5,"['Michael Devlin', 'Ziggy Gordon', 'Steven Hendrie', 'Garcia Tena']",4-2-3-1,14,['Michael McGovern'],"['Grant Gillespie', 'Alistair Crawford', 'Daniel Redmond', 'Anthony Andreu', 'Dougie Imrie']",0,6,3,Hamilton,5,2.38,2.88,3.4
966,2,"['Temitope Ayoluwa Obadeyi', 'Josh Magennis']",4,"['Chris Chantler', 'Manuel Pascali', 'Mark Connolly', 'Ross Barbour']",4-4-2,15,['Conor Brennan'],"['Christopher Johnston', 'Sammy Clingan', 'Rory McKenzie', 'Jamie Hamill']",0,9,7,Kilmarnock,2,2014-10-18,1,['Scott Brown'],6,"['Brian Graham', 'Brian Easton', 'Steven Anderson', 'David Mackay']",4-4-1-1,13,['Alan Mannus'],"['Murray Davidson', 'Simon Lappin', 'Gary Miller', 'James McFadden', 'Lee Croft']",0,10,4,St Johnstone,3,3.4,2.1,3.4
967,0,['Kris Doolan'],7,"['Jordan McMillan', 'Conrad Balatoni', 'Daniel Seaborne', ""Stephen O'Donnel""]",4-2-3-1,11,['Scott Fox'],"['Steven Lawless', 'James Craigen', 'Abdul Osman', 'Stuart Bannigan', 'Christie Elliot']",1,12,4,Partick,3,2014-10-18,0,['Nadir Ciftci'],4,"['Keith Watson', 'Jaroslaw Fojut', 'Sean Dillon', 'Callum Morris']",4-2-3-1,7,['Radoslaw Cierzniak'],"['Chris Erskine', 'John Rankin', 'Paul Paton', 'Gary Mackay-Steven', 'Stuart Armstrong']",0,10,6,Dundee United,2,4.5,1.75,3.75
968,1,['Billy McKay'],3,"['Graeme Shinnie', 'Josh Meekings', 'Gary Warren', 'David Raven']",4-2-3-1,16,['Dean Brill'],"['Danny Williams', 'Marley Watkins', 'Ryan Christie', 'Greg Tansey', 'Ross Draper']",2,7,4,Inverness C,3,2014-10-18,0,"['Callum Ball', 'James Marwood']",4,"['Jim Goodwin', 'Marc McAusland', 'Jason Naismith', 'Sean Kelly']",4-4-2,14,['Marian Kello'],"['Kenny McLean', 'John McGinn', 'Thomas Reilly', 'Adam Drury']",0,9,2,St Mirren,4,2.2,3.2,3.4
969,4,['John Guidetti'],10,"['Jason Denayer', 'Virgil van Dijk', 'Emilio Izaguirre', 'Mikael Lustig']",4-4-1-1,9,['Craig Gordon'],"['Charles Mulgrew', 'Scott Brown', 'Anthony Stokes', 'Callum McGregor', 'Stefan Johansen']",0,12,6,Celtic,0,2014-10-18,0,['Yoann Arquin'],2,"['Ben Frempah', 'Scott Boyd', 'Lewis Toshney', 'Graham Carey']",4-4-1-1,13,['Mark Brown'],"['Filip Kiss', 'Joe Cardle', 'Terry Dunfield', 'Darren Barr', 'Richard Brittain']",0,5,0,Ross County,0,1.29,9.5,5.5
970,2,"['Greg Stewart', 'David Clarkson']",4,"['Thomas Konrad', 'Iain Davidson', 'Paul McGinn', 'Gary Irvine']",4-4-2,10,['Kyle Letheren'],"['Jim McAllister', 'Paul McGowan', 'Kevin McBride', 'Gary Harkins']",0,10,7,Dundee FC,2,2014-10-18,0,"['Henrik Ojamaa', 'John Sutton']",10,"['Zaine Francis-Angol', 'Stephen McManus', ""Mark O'Brien"", 'Simon Ramsden']",4-4-2,8,['Dan Twardzik'],"['Iain Vigurs', 'Jack Leitch', 'Keith Lasley', 'Lionel Ainsworth']",0,12,10,Motherwell,1,2.7,2.5,3.4
971,0,"['Henrik Ojamaa', 'John Sutton']",6,"['Steven Hammell', 'Simon Ramsden', 'Stephen McManus', 'Craig Reid']",4-4-2,13,['Dan Twardzik'],"['Josh Law', 'Keith Lasley', 'Fraser Kerr', 'Zaine Francis-Angol']",0,4,1,Motherwell,2,2014-10-24,1,['David Goodwillie'],2,"['Shaleum Logan', 'Andrew Considine', 'Mark Reynolds', 'Ashton Taylor']",4-2-3-1,4,['Scott P. Brown'],"['Niall McGinn', 'Willo Flood', 'Ryan Jack', 'Peter Pawlett', 'Jonathan Hayes']",0,13,3,Aberdeen,0,8.5,1.36,4.75
972,0,['Nadir Ciftci'],4,"['Callum Morris', 'Jaroslaw Fojut', 'Sean Dillon', 'Keith Watson']",4-5-1,17,['Radoslaw Cierzniak'],"['John Rankin', 'Chris Erskine', 'Gary Mackay-Steven', 'Stuart Armstrong', 'Ryan Dow']",0,9,1,Dundee United,2,2014-10-25,1,"['Marley Watkins', 'Billy McKay']",10,"['Graeme Shinnie', 'David Raven', 'Gary Warren', 'Josh Meekings']",4-4-2,8,['Dean Brill'],"['Ross Draper', 'Greg Tansey', 'Danny Williams', 'James Vincent']",0,20,5,Inverness C,0,2.7,2.5,3.4
973,1,['Yoann Arquin'],6,"['Paul Quinn', 'Darren Barr', 'Lewis Toshney', 'Scott Boyd']",4-4-1-1,15,['Mark Brown'],"['Jackson Irvine', 'Michael Gardyne', 'Graham Carey', 'Richard Brittain', 'Filip Kiss']",0,7,4,Ross County,1,2014-10-25,1,['Callum Ball'],11,"['Jason Naismith', 'Marc McAusland', 'Jeroen Tesselaar', 'Sean Kelly']",4-4-1-1,11,['Marian Kello'],"['Adam Drury', 'Jim Goodwin', 'Thomas Reilly', 'Kenny McLean', 'John McGinn']",0,15,8,St Mirren,0,3.75,1.91,3.6
974,0,['Mickael Antione-Curier'],2,"['Michael Devlin', 'Steven Hendrie', 'Garcia Tena', 'Ziggy Gordon']",4-1-4-1,14,['Michael McGovern'],"['Anthony Andreu', 'Alistair Crawford', 'Daniel Redmond', 'Dougie Imrie', 'Grant Gillespie']",0,10,2,Hamilton,2,2014-10-25,0,"['Greg Stewart', 'David Clarkson']",7,"['Thomas Konrad', 'Gary Irvine', 'Paul McGinn', 'James McPake']",4-4-2,14,['Scott Bain'],"['Jim McAllister', 'Paul McGowan', 'Gary Harkins', 'Kevin McBride']",0,8,3,Dundee FC,2,2.45,2.7,3.5
975,0,"['James McFadden', 'Brian Graham']",4,"['Steven Anderson', 'Brian Easton', 'David Mackay', 'Frazer Wright']",4-4-2,13,['Alan Mannus'],"['Chris Millar', 'Murray Davidson', 'Lee Croft', 'Simon Lappin']",0,9,3,St Johnstone,2,2014-10-25,0,"['Christie Elliot', 'Kris Doolan']",7,"['Conrad Balatoni', 'Frederik Frans', ""Stephen O'Donnel"", 'Jordan McMillan']",4-4-2,11,['Scott Fox'],"['Abdul Osman', 'James Craigen', 'Stuart Bannigan', 'Steven Lawless']",0,12,4,Partick,2,2.75,2.6,3.2
976,0,['Josh Magennis'],3,"['Chris Chantler', 'Manuel Pascali', 'Mark Connolly', 'Ross Barbour']",4-4-1-1,8,['Conor Brennan'],"['Alexei Jr Eremenko', 'Sammy Clingan', 'Jamie Hamill', 'Temitope Ayoluwa Obadeyi', 'Rory McKenzie']",1,3,0,Kilmarnock,1,2014-10-26,1,"['John Guidetti', 'Stefan Scepovic']",6,"['Emilio Izaguirre', 'Virgil van Dijk', 'Jason Denayer', 'Adam Matthews']",4-4-2,14,['Craig Gordon'],"['Wakaso Mubarak', 'Stefan Johansen', 'Scott Brown', 'Callum McGregor']",0,20,10,Celtic,1,13.0,1.2,6.5
977,1,"['Henrik Ojamaa', 'John Sutton']",5,"['Steven Hammell', 'Zaine Francis-Angol', 'Stephen McManus', 'Simon Ramsden']",4-4-2,16,['Dan Twardzik'],"['Lionel Ainsworth', 'Fraser Kerr', 'Keith Lasley', 'Iain Vigurs']",0,11,5,Motherwell,2,2014-10-31,1,"['Brian Graham', 'James McFadden']",7,"['Steven Anderson', 'Frazer Wright', 'Brian Easton', 'David Mackay']",4-4-2,5,['Alan Mannus'],"['Gary McDonald', ""Michael O'Halloran"", 'Lee Croft', 'Chris Millar']",0,10,5,St Johnstone,0,4.2,1.83,3.6
978,0,"['Danny Williams', 'Marley Watkins']",8,"['Carl Tremarco', 'Josh Meekings', 'Gary Warren']",3-5-2,9,['Dean Brill'],"['Graeme Shinnie', 'David Raven', 'Ross Draper', 'James Vincent', 'Greg Tansey']",0,10,4,Inverness C,2,2014-11-01,0,['John Guidetti'],7,"['Emilio Izaguirre', 'Virgil van Dijk', 'Jason Denayer', 'Mikael Lustig']",4-2-3-1,11,['Lukasz Zaluska'],"['Stefan Johansen', 'Wakaso Mubarak', 'Charles Mulgrew', 'Scott Brown', 'Anthony Stokes']",0,14,3,Celtic,2,10.0,1.3,5.0
979,1,"['David Clarkson', 'Greg Stewart', 'Martin Boyle']",4,"['Thomas Konrad', 'James McPake', 'Paul McGinn', 'Gary Irvine']",4-3-3,11,['Scott Bain'],"['Paul McGowan', 'Jim McAllister', 'Gary Harkins']",0,7,5,Dundee FC,2,2014-11-01,0,['Josh Magennis'],7,"['Mark Connolly', 'Ross Barbour', 'Chris Chantler', 'Lee Ashcroft']",4-4-1-1,6,['Craig Samson'],"['Jamie Hamill', 'Christopher Johnston', 'Alexei Jr Eremenko', 'Temitope Ayoluwa Obadeyi', 'Sammy Clingan']",0,10,3,Kilmarnock,1,3.0,2.4,3.2
980,0,['Callum Ball'],7,"['Marc McAusland', 'Jason Naismith', 'Sean Kelly', 'Jeroen Tesselaar']",4-4-1-1,11,['Marian Kello'],"['Jim Goodwin', 'Kenny McLean', 'Adam Drury', 'Thomas Reilly', 'Gary Teale']",0,14,7,St Mirren,4,2014-11-01,1,['Mario Bilate'],5,"['Conor Townsend', 'Jaroslaw Fojut', 'Callum Morris', 'Sean Dillon']",4-1-4-1,9,['Radoslaw Cierzniak'],"['Paul Paton', 'Nadir Ciftci', 'Calum Butcher', 'Charles Telfer', 'Aidan Connolly']",0,11,6,Dundee United,1,4.5,1.75,3.75
981,1,['Kris Doolan'],6,"['Daniel Seaborne', 'Jordan McMillan', 'Jake Carroll', 'Conrad Balatoni']",4-1-4-1,17,['Scott Fox'],"['James Craigen', 'Abdul Osman', 'Christie Elliot', 'Steven Lawless', 'Stuart Bannigan']",0,7,4,Partick,3,2014-11-01,2,['Mickael Antione-Curier'],3,"['Martin Canning', 'Ziggy Gordon', 'Grant Gillespie', 'Garcia Tena']",4-4-1-1,12,['Michael McGovern'],"['Alistair Crawford', 'Dougie Imrie', 'Anthony Andreu', 'Daniel Redmond', 'Darian MacKinnon']",0,12,8,Hamilton,1,4.5,1.83,3.4
982,0,"['Adam Rooney', 'Jonathan Hayes']",6,"['Mark Reynolds', 'Andrew Considine', 'Shaleum Logan', 'Ashton Taylor']",4-4-2,12,['Scott P. Brown'],"['Niall McGinn', 'Peter Pawlett', 'Ryan Jack', 'Willo Flood']",0,15,4,Aberdeen,1,2014-11-03,0,['Yoann Arquin'],2,"['Lewis Toshney', 'Paul Quinn', 'Scott Boyd', 'Darren Barr']",4-4-1-1,14,['Mark Brown'],"['Michael Gardyne', 'Jackson Irvine', 'Filip Kiss', 'Graham Carey', 'Martin Woods']",0,8,2,Ross County,1,1.6,5.75,3.75
983,0,['Aidan Connolly'],7,"['Paul Paton', 'John Souttar', 'Jaroslaw Fojut', 'Conor Townsend']",4-4-1-1,6,['Radoslaw Cierzniak'],"['Blair Spittal', 'John Rankin', 'Ryan Dow', 'Stuart Armstrong', 'Chris Erskine']",0,14,2,Dundee United,2,2014-11-07,0,"['Henrik Ojamaa', 'John Sutton']",2,"[""Mark O'Brien"", 'Fraser Kerr', 'Simon Ramsden', 'Stephen McManus']",4-4-2,10,['Dan Twardzik'],"['Craig Reid', 'Lionel Ainsworth', 'Keith Lasley', 'Iain Vigurs']",0,6,2,Motherwell,3,1.91,3.8,3.6
984,3,['Jake Jervis'],3,"['Jamie Reckord', 'Jackson Irvine', 'Scott Boyd', 'Paul Quinn']",4-4-1-1,12,['Mark Brown'],"['Graham Carey', 'Tony Dingwall', 'Michael Gardyne', 'Martin Woods', 'Richard Brittain']",0,11,6,Ross County,3,2014-11-08,0,['Josh Magennis'],6,"['Manuel Pascali', 'Mark Connolly', 'Chris Chantler', 'Ross Barbour']",4-4-1-1,12,['Craig Samson'],"['Sammy Clingan', 'Jamie Hamill', 'Christopher Johnston', 'Alexei Jr Eremenko', 'Rory McKenzie']",0,14,5,Kilmarnock,6,4.0,1.83,3.75
985,0,['Ryan Stevenson'],3,"['Jordan McMillan', 'Daniel Seaborne', 'Frederik Frans', ""Stephen O'Donnel""]",4-2-3-1,16,['Scott Fox'],"['Sean Welsh', 'Christie Elliot', 'Steven Lawless', 'James Craigen', 'Abdul Osman']",0,8,5,Partick,3,2014-11-08,0,['Callum Ball'],4,"['Jeroen Tesselaar', 'Jason Naismith', 'Marc McAusland', 'Sean Kelly']",4-1-4-1,12,['Marian Kello'],"['Kenny McLean', 'Adam Drury', 'James Marwood', 'Thomas Reilly', 'Gary Teale']",0,9,1,St Mirren,3,2.8,2.4,3.4
986,1,"['Anthony Andreu', 'Mickael Antione-Curier']",2,"['Garcia Tena', 'Michael Devlin', 'Ziggy Gordon', 'Steven Hendrie']",4-4-2,13,['Michael McGovern'],"['Darian MacKinnon', 'Jonathon Routledge', 'Alistair Crawford', 'Daniel Redmond']",0,8,5,Hamilton,2,2014-11-08,1,['Billy McKay'],7,"['Josh Meekings', 'Gary Warren', 'David Raven', 'Graeme Shinnie']",4-2-3-1,10,['Dean Brill'],"['James Vincent', 'Greg Tansey', 'Ross Draper', 'Danny Williams', 'Marley Watkins']",0,14,10,Inverness C,1,3.4,2.1,3.4
987,0,"[""Michael O'Halloran"", 'Brian Graham']",9,"['Frazer Wright', 'David Mackay', 'Brian Easton', 'Steven Anderson']",4-4-2,12,['Alan Mannus'],"['Gary McDonald', 'Chris Millar', 'Lee Croft', 'Liam Caddis']",0,8,5,St Johnstone,1,2014-11-08,1,['David Clarkson'],10,"['Paul McGinn', 'Gary Irvine', 'James McPake', 'Thomas Konrad']",4-1-4-1,10,['Scott Bain'],"['Martin Boyle', 'Jim McAllister', 'Greg Stewart', 'Paul McGowan', 'Gary Harkins']",0,15,8,Dundee FC,4,2.8,2.5,3.25
988,1,['John Guidetti'],5,"['Virgil van Dijk', 'Jason Denayer', 'Adam Matthews', 'Emilio Izaguirre']",4-2-3-1,11,['Lukasz Zaluska'],"['Anthony Stokes', 'James Forrest', 'Stefan Johansen', 'Scott Brown', 'Charles Mulgrew']",1,9,6,Celtic,2,2014-11-09,1,['Adam Rooney'],5,"['Ashton Taylor', 'Mark Reynolds', 'Andrew Considine', 'Shaleum Logan']",4-2-3-1,15,['Scott P. Brown'],"['Willo Flood', 'Niall McGinn', 'Peter Pawlett', 'Jonathan Hayes', 'Ryan Jack']",0,12,3,Aberdeen,2,1.8,4.2,3.75
989,1,['Josh Magennis'],6,"['Mark Connolly', 'Chris Chantler', 'Ross Barbour', 'Manuel Pascali']",4-4-1-1,11,['Craig Samson'],"['Robbie Muirhead', 'Alexei Jr Eremenko', 'Rory McKenzie', 'Sammy Clingan', 'Jamie Hamill']",0,9,5,Kilmarnock,3,2014-11-22,2,"['Chris Erskine', 'Gary Mackay-Steven', 'Nadir Ciftci']",6,"['Callum Morris', 'Jaroslaw Fojut', 'Conor Townsend', 'Sean Dillon']",4-3-3,15,['Radoslaw Cierzniak'],"['Charles Telfer', 'Paul Paton', 'Stuart Armstrong']",0,12,7,Dundee United,2,4.2,1.75,4.0
990,0,['Ross Caldwell'],4,"['Jason Naismith', 'Jack Baird', 'Marc McAusland', 'Jeroen Tesselaar']",4-5-1,6,['Mark Ridgers'],"['Sean Kelly', 'Adam Drury', 'Thomas Reilly', 'Stephen Mallan', 'Kenny McLean']",0,6,1,St Mirren,0,2014-11-22,1,['Mickael Antione-Curier'],8,"['Garcia Tena', 'Steven Hendrie', 'Ziggy Gordon', 'Martin Canning']",4-1-4-1,10,['Michael McGovern'],"['Daniel Redmond', 'Alistair Crawford', 'Dougie Imrie', 'Grant Gillespie', 'Anthony Andreu']",0,17,8,Hamilton,2,3.8,1.91,3.6
991,1,['John Sutton'],1,"['Fraser Kerr', 'Craig Reid', ""Mark O'Brien"", 'Stephen McManus']",4-4-1-1,14,['Dan Twardzik'],"['Iain Vigurs', 'Henrik Ojamaa', 'Lionel Ainsworth', 'Simon Ramsden', 'Keith Lasley']",0,4,1,Motherwell,2,2014-11-22,1,['Billy McKay'],7,"['David Raven', 'Josh Meekings', 'Gary Warren', 'Graeme Shinnie']",4-4-1-1,11,['Dean Brill'],"['Ryan Christie', 'Greg Tansey', 'Danny Williams', 'James Vincent', 'Marley Watkins']",0,20,8,Inverness C,2,5.5,1.62,3.8
992,0,['Jake Jervis'],9,"['Scott Boyd', 'Jamie Reckord', 'Paul Quinn', 'Jackson Irvine']",4-4-1-1,9,['Mark Brown'],"['Tony Dingwall', 'Graham Carey', 'Martin Woods', 'Richard Brittain', 'Michael Gardyne']",0,13,2,Ross County,3,2014-11-22,1,['Brian Graham'],9,"['Frazer Wright', 'Brian Easton', 'David Mackay', 'Steven Anderson']",4-4-1-1,12,['Alan Mannus'],"[""Michael O'Halloran"", 'James McFadden', 'Lee Croft', 'Chris Millar', 'Simon Lappin']",0,4,4,St Johnstone,3,4.33,1.8,3.6
993,0,['David Clarkson'],5,"['James McPake', 'Thomas Konrad', 'Paul McGinn', 'Gary Irvine']",4-2-3-1,12,['Scott Bain'],"['Paul McGowan', 'Kevin Thomson', 'Jim McAllister', 'Gary Harkins', 'Greg Stewart']",0,10,4,Dundee FC,1,2014-11-22,1,['John Guidetti'],5,"['Emilio Izaguirre', 'Adam Matthews', 'Jason Denayer', 'Virgil van Dijk']",4-2-3-1,12,['Craig Gordon'],"['Anthony Stokes', 'Charles Mulgrew', 'Stefan Johansen', 'James Forrest', 'Kris Commons']",0,14,6,Celtic,2,11.0,1.2,7.0
994,1,"['David Goodwillie', 'Adam Rooney']",6,"['Ashton Taylor', 'Andrew Considine', 'Mark Reynolds']",3-5-2,15,['Scott P. Brown'],"['Cameron Smith', 'Jonathan Hayes', 'Niall McGinn', 'Ryan Jack', 'Peter Pawlett']",0,11,7,Aberdeen,1,2014-11-23,0,['Kris Doolan'],3,"['Frederik Frans', ""Stephen O'Donnel"", 'Jake Carroll', 'Daniel Seaborne']",4-2-3-1,8,['Paul Gallacher'],"['Stuart Bannigan', 'James Craigen', 'Abdul Osman', 'Christie Elliot', 'Steven Lawless']",0,6,0,Partick,1,2.0,3.3,3.8
