,away_FT_goals,away_atk,away_corners,away_def,away_formation,away_fouls,away_gk,away_mid,away_red,away_shots,away_shots_target,away_team,away_yellow,date,home_FT_goals,home_atk,home_corners,home_def,home_formation,home_fouls,home_gk,home_mid,home_red,home_shots,home_shots_target,home_team,home_yellow,B365A,B365H,B365D
995,0,['Kallum Higginbotham'],2,"['Conrad Balatoni', 'Jake Carroll', 'Aaron Muirhead', ""Stephen O'Donnel""]",4-4-1-1,7,['Paul Gallacher'],"['Abdul Osman', 'Ryan Stevenson', 'James Craigen', 'Stuart Bannigan', 'Gary Fraser']",0,6,3,Partick,0,2014-12-03,0,"['John Guidetti', 'Anthony Stokes']",9,"['Virgil van Dijk', 'Efe Ambrose', 'Adam Matthews', 'Emilio Izaguirre']",4-4-2,4,['Craig Gordon'],"['Aleksandar Tonev', 'Charles Mulgrew', 'Scott Brown', 'Stefan Johansen']",0,21,8,Celtic,0,13.0,1.18,7.0
996,1,['Nadir Ciftci'],4,"['Conor Townsend', 'Sean Dillon', 'John Souttar', 'Jaroslaw Fojut']",4-4-1-1,13,['Radoslaw Cierzniak'],"['Stuart Armstrong', 'Calum Butcher', 'Ryan Dow', 'Paul Paton', 'Chris Erskine']",0,12,6,Dundee United,1,2014-12-05,0,"['Joe Cardle', 'Jake Jervis']",8,"['Lewis Toshney', 'Paul Quinn', 'Jamie Reckord', 'Richard Brittain']",4-4-2,10,['Mark Brown'],"['Tony Dingwall', 'Martin Woods', 'Jackson Irvine', 'Steven Ross']",1,9,7,Ross County,1,1.73,4.75,3.6
997,1,"['Lee Miller', 'Josh Magennis']",3,"['Mark Connolly', 'Darryl Westlake', 'Chris Chantler', 'Manuel Pascali']",4-4-2,11,['Craig Samson'],"['Jamie Hamill', 'Rory McKenzie', 'Temitope Ayoluwa Obadeyi', 'Sammy Clingan']",0,4,2,Kilmarnock,1,2014-12-06,1,"['Kallum Higginbotham', 'Ryan Stevenson']",5,"[""Stephen O'Donnel"", 'Conrad Balatoni', 'Daniel Seaborne', 'Jake Carroll']",4-4-2,15,['Paul Gallacher'],"['Abdul Osman', 'Stuart Bannigan', 'James Craigen', 'Christie Elliot']",0,6,1,Partick,2,3.25,2.15,3.4
998,0,"['Jonathon Routledge', 'Jason Scotland']",1,"['Michael Devlin', 'Steven Hendrie', 'Ziggy Gordon', 'Martin Canning']",4-4-2,13,['Michael McGovern'],"['Anthony Andreu', 'Alistair Crawford', 'Darian MacKinnon', 'Grant Gillespie']",1,6,3,Hamilton,4,2014-12-06,1,['Adam Rooney'],9,"['Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds', 'Andrew Considine']",4-4-1-1,6,['Scott P. Brown'],"['Jonathan Hayes', 'Ryan Jack', 'Peter Pawlett', 'Niall McGinn', 'David Goodwillie']",0,13,6,Aberdeen,1,4.5,1.8,3.5
999,1,['John Guidetti'],10,"['Emilio Izaguirre', 'Adam Matthews', 'Efe Ambrose', 'Virgil van Dijk']",4-2-3-1,9,['Craig Gordon'],"['Stefan Johansen', 'Anthony Stokes', 'Scott Brown', 'Nir Biton', 'James Forrest']",0,20,6,Celtic,1,2014-12-06,0,"['Henrik Ojamaa', 'John Sutton']",1,"['Simon Ramsden', 'Stephen McManus', 'Zaine Francis-Angol', 'Fraser Kerr']",4-4-2,10,['Dan Twardzik'],"['Keith Lasley', 'Iain Vigurs', 'Josh Law', 'Stewart Carswell']",1,7,1,Motherwell,1,1.3,9.0,5.5
1000,0,['Billy McKay'],8,"['Josh Meekings', 'Graeme Shinnie', 'Gary Warren', 'David Raven']",4-4-1-1,12,['Dean Brill'],"['James Vincent', 'Marley Watkins', 'Danny Williams', 'Greg Tansey', 'Ross Draper']",0,11,4,Inverness C,1,2014-12-06,1,"['David Clarkson', 'Greg Stewart']",2,"['Thomas Konrad', 'Paul McGinn', 'Gary Irvine', 'James McPake']",4-4-2,13,['Scott Bain'],"['Jim McAllister', 'Kevin Thomson', 'Gary Harkins', 'Martin Boyle']",0,7,1,Dundee FC,2,2.3,3.0,3.4
1001,1,['Brian Graham'],6,"['David Mackay', 'Brian Easton', 'Steven Anderson', 'Frazer Wright']",4-4-1-1,10,['Alan Mannus'],"['David Wotherspoon', 'James McFadden', ""Michael O'Halloran"", 'Chris Millar', 'Simon Lappin']",0,13,5,St Johnstone,4,2014-12-06,0,['Steven Thompson'],3,"['Marc McAusland', 'Jack Baird', 'Jeroen Tesselaar', 'Jason Naismith']",4-5-1,15,['Mark Ridgers'],"['Stephen Mallan', 'Isaac Osbourne', 'John McGinn', 'Kenny McLean', 'Adam Drury']",0,13,9,St Mirren,4,2.2,3.1,3.5
1002,1,"['Jake Jervis', 'Yoann Arquin']",11,"['Jamie Reckord', 'Paul Quinn', 'Jackson Irvine', 'Steven Saunders']",4-4-2,13,['Antonio Reguero Chapinal'],"['Tony Dingwall', 'Graham Carey', 'Martin Woods', 'Richard Brittain']",0,20,8,Ross County,0,2014-12-13,0,"['Henrik Ojamaa', 'John Sutton']",1,"['Zaine Francis-Angol', 'Stephen McManus', ""Mark O'Brien"", 'David Ferguson']",4-4-2,8,['Dan Twardzik'],"['Josh Law', 'Iain Vigurs', 'Stewart Carswell', 'Keith Lasley']",0,6,3,Motherwell,0,3.3,2.15,3.4
1003,0,"['James McFadden', 'Brian Graham']",5,"['Steven Anderson', 'David Mackay', 'Brian Easton', 'Frazer Wright']",4-4-2,17,['Alan Mannus'],"['Chris Millar', 'David Wotherspoon', ""Michael O'Halloran"", 'Simon Lappin']",0,10,4,St Johnstone,1,2014-12-13,0,"['Josh Magennis', 'Lee Miller']",4,"['Darryl Westlake', 'Manuel Pascali', 'Chris Chantler', 'Mark Connolly']",4-4-2,9,['Craig Samson'],"['Robbie Muirhead', 'Sammy Clingan', 'Jamie Hamill', 'Temitope Ayoluwa Obadeyi']",0,12,5,Kilmarnock,2,2.63,2.5,3.5
1004,0,['David Clarkson'],3,"['Paul McGinn', 'Thomas Konrad', 'James McPake', 'Gary Irvine']",4-2-3-1,17,['Scott Bain'],"['Jim McAllister', 'Gary Harkins', 'Martin Boyle', 'Phillip Roberts', 'Simon Ferry']",1,6,4,Dundee FC,3,2014-12-13,2,['Mickael Antione-Curier'],4,"['Grant Gillespie', 'Steven Hendrie', 'Michael Devlin', 'Martin Canning']",4-2-3-1,16,['Michael McGovern'],"['Alex Neil', 'Darian MacKinnon', 'Dougie Imrie', 'Alistair Crawford', 'Anthony Andreu']",0,9,4,Hamilton,3,3.25,2.1,3.5
1005,2,"['Adam Rooney', 'David Goodwillie']",7,"['Andrew Considine', 'Mark Reynolds', 'Ashton Taylor', 'Shaleum Logan']",4-4-2,9,['Scott P. Brown'],"['Jonathan Hayes', 'Peter Pawlett', 'Ryan Jack', 'Niall McGinn']",0,11,4,Aberdeen,1,2014-12-13,0,['Nadir Ciftci'],4,"['Conor Townsend', 'Jaroslaw Fojut', 'John Souttar', 'Sean Dillon']",4-2-3-1,8,['Radoslaw Cierzniak'],"['Stuart Armstrong', 'Ryan Dow', 'John Rankin', 'Paul Paton', 'Chris Erskine']",0,7,1,Dundee United,1,2.4,2.75,3.5
1006,2,['Ryan Stevenson'],5,"['Jordan McMillan', 'Daniel Seaborne', 'Conrad Balatoni', ""Stephen O'Donnel""]",4-2-3-1,6,['Paul Gallacher'],"['Gary Fraser', 'Christie Elliot', 'Stuart Bannigan', 'Abdul Osman', 'Kallum Higginbotham']",0,13,8,Partick,1,2014-12-13,0,['Billy McKay'],7,"['Graeme Shinnie', 'Josh Meekings', 'Gary Warren', 'David Raven']",4-4-1-1,12,['Dean Brill'],"['Danny Williams', 'Ross Draper', 'Greg Tansey', 'James Vincent', 'Marley Watkins']",0,6,4,Inverness C,0,5.5,1.62,3.8
1007,1,['Steven Thompson'],2,"['Marc McAusland', 'Jeroen Tesselaar', 'Sean Kelly', 'Jason Naismith']",4-5-1,8,['Mark Ridgers'],"['Jim Goodwin', 'Kenny McLean', 'John McGinn', 'Thomas Reilly', 'Isaac Osbourne']",0,4,1,St Mirren,0,2014-12-14,3,['John Guidetti'],8,"['Adam Matthews', 'Efe Ambrose', 'Virgil van Dijk', 'Emilio Izaguirre']",4-2-3-1,14,['Craig Gordon'],"['Anthony Stokes', 'Scott Brown', 'Nir Biton', 'James Forrest', 'Stefan Johansen']",0,22,13,Celtic,0,17.0,1.14,7.5
1008,0,"['Josh Magennis', 'Lee Miller']",4,"['Chris Chantler', 'Darryl Westlake', 'Manuel Pascali']",3-5-2,7,['Craig Samson'],"['Lee Ashcroft', 'Rory McKenzie', 'Robbie Muirhead', 'Craig Slater', 'Jamie Hamill']",0,8,3,Kilmarnock,2,2014-12-20,0,['Adam Rooney'],3,"['Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds', 'Andrew Considine']",4-4-1-1,12,['Scott P. Brown'],"['Niall McGinn', 'Peter Pawlett', 'Ryan Jack', 'Jonathan Hayes', 'David Goodwillie']",0,18,5,Aberdeen,1,7.5,1.4,4.5
1009,0,"['John Sutton', 'Henrik Ojamaa']",2,"[""Mark O'Brien"", 'Stephen McManus', 'David Ferguson', 'Craig Reid']",4-4-2,15,['Dan Twardzik'],"['Stewart Carswell', 'Lionel Ainsworth', 'Josh Law', 'Keith Lasley']",0,5,2,Motherwell,3,2014-12-20,0,['Steven Thompson'],9,"['Jeroen Tesselaar', 'Jason Naismith', 'Marc McAusland', 'Jim Goodwin']",4-2-3-1,8,['Mark Ridgers'],"['Stephen Mallan', 'Isaac Osbourne', 'Kenny McLean', 'Lewis McLear', 'John McGinn']",1,10,4,St Mirren,2,2.88,2.3,3.5
1010,0,['David Clarkson'],4,"['James McPake', 'Willie Dyer', 'Gary Irvine', 'Thomas Konrad']",4-2-3-1,8,['Kyle Letheren'],"['Greg Stewart', 'Jim McAllister', 'Kevin Thomson', 'Simon Ferry', 'Paul McGinn']",0,8,1,Dundee FC,2,2014-12-20,0,"['Christie Elliot', 'Ryan Stevenson']",2,"['Conrad Balatoni', 'Daniel Seaborne', ""Stephen O'Donnel"", 'Stuart Bannigan']",4-4-2,15,['Paul Gallacher'],"['Kallum Higginbotham', 'Abdul Osman', 'James Craigen', 'Gary Fraser']",0,13,3,Partick,3,3.1,2.25,3.4
1011,1,['Mickael Antione-Curier'],5,"['Grant Gillespie', 'Martin Canning', 'Michael Devlin', 'Steven Hendrie']",4-4-1-1,12,['Michael McGovern'],"['Anthony Andreu', 'Dougie Imrie', 'Alex Neil', 'Darian MacKinnon', 'Alistair Crawford']",0,10,3,Hamilton,1,2014-12-20,0,['Yoann Arquin'],3,"['Paul Quinn', 'Jamie Reckord', 'Richard Brittain', 'Steven Saunders']",4-4-1-1,11,['Antonio Reguero Chapinal'],"['Jackson Irvine', 'Joe Cardle', 'Tony Dingwall', 'Michael Gardyne', 'Martin Woods']",0,9,2,Ross County,0,2.2,3.1,3.5
1012,0,['Billy McKay'],2,"['Josh Meekings', 'David Raven', 'Graeme Shinnie', 'Gary Warren']",4-5-1,20,['Dean Brill'],"['Ryan Christie', 'James Vincent', 'Greg Tansey', 'Ross Draper', 'Aaron Doran']",1,10,4,Inverness C,3,2014-12-20,0,['Brian Graham'],8,"['Brian Easton', 'David Mackay', 'Steven Anderson', 'Frazer Wright']",4-4-1-1,14,['Alan Mannus'],"[""Michael O'Halloran"", 'David Wotherspoon', 'Lee Croft', 'Chris Millar', 'Simon Lappin']",0,9,4,St Johnstone,0,2.3,3.0,3.4
1013,0,"['John Guidetti', 'Anthony Stokes']",5,"['Efe Ambrose', 'Virgil van Dijk', 'Adam Matthews', 'Emilio Izaguirre']",4-4-2,9,['Craig Gordon'],"['Nir Biton', 'Scott Brown', 'Stefan Johansen', 'James Forrest']",0,17,7,Celtic,1,2014-12-21,1,['Nadir Ciftci'],6,"['Jaroslaw Fojut', 'Conor Townsend', 'Sean Dillon', 'Callum Morris']",4-2-3-1,10,['Radoslaw Cierzniak'],"['Stuart Armstrong', 'Chris Erskine', 'Calum Butcher', 'John Rankin', 'Blair Spittal']",0,6,6,Dundee United,1,1.44,6.5,4.5
1014,0,['Mickael Antione-Curier'],7,"['Martin Canning', 'Michael Devlin', 'Steven Hendrie', 'Grant Gillespie']",4-4-1-1,13,['Michael McGovern'],"['Dougie Imrie', 'Anthony Andreu', 'Alistair Crawford', 'Darian MacKinnon', 'Alex Neil']",0,15,7,Hamilton,1,2014-12-27,0,['Lee Miller'],3,"['Ross Barbour', 'Chris Chantler', 'Mark Connolly', 'Lee Ashcroft']",4-4-1-1,11,['Craig Samson'],"['Jamie Hamill', 'Rory McKenzie', 'Robbie Muirhead', 'Josh Magennis', 'Craig Slater']",0,10,8,Kilmarnock,1,2.5,2.7,3.4
1015,1,['John McGinn'],5,"['Jason Naismith', 'Sean Kelly', 'Jim Goodwin', 'Marc McAusland']",4-5-1,13,['Mark Ridgers'],"['Isaac Osbourne', 'Lewis McLear', 'Jeroen Tesselaar', 'Kenny McLean', 'Stephen Mallan']",0,10,4,St Mirren,3,2014-12-27,0,"['David Clarkson', 'Luka Tankulic']",11,"['Gary Irvine', 'Thomas Konrad', 'James McPake', 'Paul McGinn']",4-4-2,8,['Kyle Letheren'],"['Martin Boyle', 'Greg Stewart', 'Jim McAllister', 'Kevin Thomson']",1,9,6,Dundee FC,1,3.75,1.91,3.6
1016,0,['Ryan Stevenson'],8,"[""Stephen O'Donnel"", 'Stuart Bannigan', 'Daniel Seaborne', 'Conrad Balatoni']",4-2-3-1,11,['Paul Gallacher'],"['Abdul Osman', 'Gary Fraser', 'Kallum Higginbotham', 'Christie Elliot', 'James Craigen']",0,1,0,Partick,2,2014-12-27,1,"['Henrik Ojamaa', 'John Sutton']",4,"['Simon Ramsden', 'Steven Hammell', 'Stephen McManus', ""Mark O'Brien""]",4-4-2,2,['Dan Twardzik'],"['Keith Lasley', 'Lionel Ainsworth', 'Josh Law', 'Craig Reid']",0,2,2,Motherwell,1,2.3,3.0,3.4
1017,0,['Yoann Arquin'],1,"['Richard Brittain', 'Jamie Reckord', 'Paul Quinn', 'Steven Saunders']",4-5-1,9,['Antonio Reguero Chapinal'],"['Martin Woods', 'Terry Dunfield', 'Michael Gardyne', 'Scott Boyd', 'Filip Kiss']",0,3,1,Ross County,4,2014-12-27,0,['John Guidetti'],15,"['Adam Matthews', 'Emilio Izaguirre', 'Virgil van Dijk', 'Efe Ambrose']",4-2-3-1,10,['Craig Gordon'],"['Scott Brown', 'Nir Biton', 'Stefan Johansen', 'Leigh Griffiths', 'Anthony Stokes']",0,14,4,Celtic,1,19.0,1.14,7.5
1018,1,['Nadir Ciftci'],0,"['Conor Townsend', 'Jaroslaw Fojut', 'Callum Morris', 'Sean Dillon']",4-2-3-1,8,['Radoslaw Cierzniak'],"['John Rankin', 'Chris Erskine', 'Stuart Armstrong', 'Blair Spittal', 'Calum Butcher']",0,12,3,Dundee United,1,2014-12-27,0,['Steven MacLean'],7,"['Brian Easton', 'Frazer Wright', 'Steven Anderson', 'David Mackay']",4-4-1-1,10,['Alan Mannus'],"['Lee Croft', 'David Wotherspoon', ""Michael O'Halloran"", 'Simon Lappin', 'Chris Millar']",0,8,5,St Johnstone,1,2.4,2.8,3.4
1019,1,['Adam Rooney'],5,"['Ashton Taylor', 'Mark Reynolds', 'Andrew Considine', 'Craig Murray']",4-4-1-1,10,['Scott P. Brown'],"['Ryan Jack', 'Peter Pawlett', 'Jonathan Hayes', 'David Goodwillie', 'Niall McGinn']",0,10,3,Aberdeen,1,2014-12-28,0,['Billy McKay'],7,"['Josh Meekings', 'Carl Tremarco', 'David Raven', 'Gary Warren']",4-2-3-1,13,['Dean Brill'],"['Ryan Christie', 'Aaron Doran', 'Greg Tansey', 'Graeme Shinnie', 'Marley Watkins']",0,17,6,Inverness C,1,2.38,2.88,3.4
1020,0,['John Sutton'],4,"['Steven Hammell', 'Craig Reid', 'Fraser Kerr', 'Stephen McManus']",4-4-1-1,4,['Dan Twardzik'],"['Josh Law', 'Lionel Ainsworth', 'Keith Lasley', 'Simon Ramsden', 'Henrik Ojamaa']",0,3,0,Motherwell,0,2015-01-01,2,['Mickael Antione-Curier'],5,"['Martin Canning', 'Michael Devlin', 'Steven Hendrie', 'Grant Gillespie']",4-2-3-1,7,['Michael McGovern'],"['Dougie Imrie', 'Anthony Andreu', 'Alistair Crawford', 'Alex Neil', 'Darian MacKinnon']",0,20,8,Hamilton,0,5.25,1.67,3.6
1021,1,['David Clarkson'],4,"['Thomas Konrad', 'Willie Dyer', 'Gary Irvine', 'James McPake']",4-5-1,13,['Arvid Schenk'],"['Greg Stewart', 'Iain Davidson', 'Jim McAllister', 'Paul McGowan', 'Gary Harkins']",0,8,5,Dundee FC,4,2015-01-01,4,['Nadir Ciftci'],4,"['Keith Watson', 'Jaroslaw Fojut', 'Sean Dillon', 'Conor Townsend']",4-2-3-1,9,['Radoslaw Cierzniak'],"['John Rankin', 'Chris Erskine', 'Stuart Armstrong', 'Gary Mackay-Steven', 'Calum Butcher']",0,17,10,Dundee United,1,3.8,1.91,3.6
1022,0,['Steven MacLean'],4,"['Steven Anderson', 'Frazer Wright', 'Gary Miller', 'David Mackay']",4-4-1-1,9,['Alan Mannus'],"['Simon Lappin', ""Michael O'Halloran"", 'David Wotherspoon', 'Lee Croft', 'Chris Millar']",0,5,3,St Johnstone,2,2015-01-01,1,['Adam Rooney'],8,"['Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds', 'Andrew Considine']",4-4-1-1,17,['Scott P. Brown'],"['Peter Pawlett', 'Ryan Jack', 'Jonathan Hayes', 'David Goodwillie', 'Niall McGinn']",0,16,7,Aberdeen,0,4.75,1.67,4.0
1023,0,['Lee Miller'],3,"['Chris Chantler', 'Ross Barbour', 'Lee Ashcroft', 'Mark Connolly']",4-4-1-1,19,['Craig Samson'],"['Alexei Jr Eremenko', 'Rory McKenzie', 'Craig Slater', ""Mark O'Hara"", 'Josh Magennis']",1,9,5,Kilmarnock,3,2015-01-01,0,"['Kenny McLean', 'John McGinn']",5,"['Stephen Mallan', 'Jim Goodwin', 'Marc McAusland']",3-5-2,17,['Mark Ridgers'],"['Sean Kelly', 'Jeroen Tesselaar', 'Jason Naismith', 'Lewis McLear', 'Isaac Osbourne']",1,8,1,St Mirren,2,2.9,2.38,3.3
1024,1,['Billy McKay'],9,"['David Raven', 'Gary Warren', 'Josh Meekings', 'Carl Tremarco']",4-2-3-1,15,['Dean Brill'],"['Graeme Shinnie', 'Marley Watkins', 'Ryan Christie', 'Aaron Doran', 'Greg Tansey']",0,16,7,Inverness C,2,2015-01-01,0,['Yoann Arquin'],3,"['Jamie Reckord', 'Steven Saunders', 'Scott Boyd', 'Paul Quinn']",4-1-4-1,19,['Antonio Reguero Chapinal'],"['Terry Dunfield', 'Graham Carey', 'Filip Kiss', 'Richard Brittain', 'Martin Woods']",0,9,1,Ross County,5,1.91,3.8,3.6
1025,1,['Nadir Ciftci'],2,"['Jaroslaw Fojut', 'Conor Townsend', 'Keith Watson', 'Sean Dillon']",4-2-3-1,10,['Radoslaw Cierzniak'],"['Gary Mackay-Steven', 'Chris Erskine', 'Calum Butcher', 'John Rankin', 'Stuart Armstrong']",0,9,3,Dundee United,3,2015-01-04,2,['Kris Doolan'],6,"[""Stephen O'Donnel"", 'Conrad Balatoni', 'Liam Lindsay', 'Dale Keenan']",4-2-3-1,13,['Paul Gallacher'],"['Gary Fraser', 'Stuart Bannigan', 'Declan McDaid', 'Ryan Stevenson', 'Steven Lawless']",0,11,7,Partick,4,2.25,3.25,3.25
1026,1,['Mickael Antione-Curier'],5,"['Grant Gillespie', 'Martin Canning', 'Michael Devlin', 'Steven Hendrie']",4-1-4-1,14,['Michael McGovern'],"['Darian MacKinnon', 'Dougie Imrie', 'Jonathon Routledge', 'Anthony Andreu', 'Alistair Crawford']",0,14,5,Hamilton,2,2015-01-04,0,"['Brian Graham', 'James McFadden']",8,"['Simon Lappin', 'Steven Anderson', 'David Mackay', 'Frazer Wright']",4-4-2,13,['Alan Mannus'],"[""Michael O'Halloran"", 'Lee Croft', 'Chris Millar', 'Gary McDonald']",1,5,2,St Johnstone,2,3.0,2.4,3.2
1027,1,"['David Goodwillie', 'Adam Rooney']",7,"['Shaleum Logan', 'Andrew Considine', 'Mark Reynolds', 'Ashton Taylor']",4-4-2,4,['Scott P. Brown'],"['Peter Pawlett', 'Ryan Jack', 'Jonathan Hayes', 'Niall McGinn']",0,14,5,Aberdeen,0,2015-01-04,0,"['Henrik Ojamaa', 'John Sutton']",3,"['Craig Reid', 'Luke Watt', 'Stephen McManus', ""Mark O'Brien""]",4-4-2,9,['Dan Twardzik'],"['Keith Lasley', 'Lionel Ainsworth', 'Josh Law', 'Fraser Kerr']",1,7,2,Motherwell,1,1.57,5.75,4.0
1028,0,['Steven Thompson'],3,"['Jason Naismith', 'Marc McAusland', 'Jim Goodwin', 'Jeroen Tesselaar']",4-4-1-1,10,['Mark Ridgers'],"['Adam Drury', 'Stephen Mallan', 'John McGinn', 'Sean Kelly', 'Kenny McLean']",0,7,2,St Mirren,1,2015-01-04,0,['Billy McKay'],6,"['Josh Meekings', 'Carl Tremarco', 'David Raven', 'Gary Warren']",4-4-1-1,12,['Dean Brill'],"['Aaron Doran', 'Ryan Christie', 'Nick Ross', 'Greg Tansey', 'Graeme Shinnie']",0,16,5,Inverness C,1,5.75,1.57,4.0
1029,0,['Craig Curran'],4,"['Jackson Irvine', 'Steven Saunders', 'Paul Quinn', 'Jamie Reckord']",4-5-1,14,['Antonio Reguero Chapinal'],"['Filip Kiss', 'Richard Brittain', 'Terry Dunfield', 'Joe Cardle', 'Liam Boyce']",1,4,2,Ross County,2,2015-01-04,0,['David Clarkson'],6,"['James McPake', 'Iain Davidson', 'Gary Irvine', 'Paul McGinn']",4-2-3-1,10,['Scott Bain'],"['Greg Stewart', 'Paul McGowan', 'Alex Harris', 'Jim McAllister', 'Kevin Thomson']",0,17,3,Dundee FC,2,3.8,1.91,3.6
1030,1,"['Liam Henderson', 'Stefan Scepovic']",9,"['Adam Matthews', 'Efe Ambrose', 'Emilio Izaguirre', 'Virgil van Dijk']",4-4-2,7,['Craig Gordon'],"['Nir Biton', 'Kris Commons', 'Scott Brown', 'Stefan Johansen']",0,19,5,Celtic,2,2015-01-05,0,['Josh Magennis'],4,"['Chris Chantler', 'Ross Barbour', 'Lee Ashcroft', 'Mark Connolly']",4-4-1-1,8,['Craig Samson'],"['Alexei Jr Eremenko', 'Rory McKenzie', ""Mark O'Hara"", 'Jamie Hamill', 'Christopher Johnston']",0,6,2,Kilmarnock,2,1.22,13.0,6.0
1031,2,"['Niall McGinn', 'David Goodwillie', 'Adam Rooney']",6,"['Andrew Considine', 'Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds']",4-3-3,8,['Scott P. Brown'],"['Peter Pawlett', 'Ryan Jack', 'Jonathan Hayes']",0,10,6,Aberdeen,0,2015-01-10,0,['Kenny McLean'],5,"['Sean Kelly', 'Jason Naismith', 'Jim Goodwin', 'Jeroen Tesselaar']",4-2-3-1,8,['Mark Ridgers'],"['John McGinn', 'Gregg Wylde', 'Stephen Mallan', 'Isaac Osbourne', 'Lewis McLear']",0,15,4,St Mirren,1,1.57,5.5,4.0
1032,1,"['John Sutton', 'Henrik Ojamaa']",6,"['Stewart Carswell', 'Stephen McManus', ""Mark O'Brien"", 'Craig Reid']",4-4-2,14,['Dan Twardzik'],"['Keith Lasley', 'Josh Law', 'Dominic Thomas', 'Lionel Ainsworth']",1,3,1,Motherwell,3,2015-01-10,3,['David Clarkson'],11,"['Gary Irvine', 'Iain Davidson', 'Kostadin Gadzhalov', 'Paul McGinn']",4-2-3-1,4,['Scott Bain'],"['Greg Stewart', 'Paul McGowan', 'Jim McAllister', 'Alex Harris', 'Kevin Thomson']",0,21,10,Dundee FC,0,4.0,1.8,3.8
1033,0,['Billy McKay'],7,"['David Raven', 'Josh Meekings', 'Carl Tremarco', 'Gary Warren']",4-2-3-1,6,['Dean Brill'],"['Greg Tansey', 'Ross Draper', 'Nick Ross', 'Aaron Doran', 'Graeme Shinnie']",1,7,4,Inverness C,1,2015-01-10,0,['Lee Miller'],6,"['Mark Connolly', 'Ross Barbour', 'Chris Chantler', 'Lee Ashcroft']",4-4-1-1,9,['Craig Samson'],"[""Mark O'Hara"", 'Rory McKenzie', 'Alexei Jr Eremenko', 'Josh Magennis', 'Craig Slater']",0,6,1,Kilmarnock,3,2.0,3.75,3.4
1034,1,['Nadir Ciftci'],5,"['Conor Townsend', 'Blair Spittal', 'Sean Dillon', 'Jaroslaw Fojut']",4-4-1-1,11,['Radoslaw Cierzniak'],"['Aidan Connolly', 'Charles Telfer', 'Calum Butcher', 'Stuart Armstrong', 'Gary Mackay-Steven']",0,15,6,Dundee United,3,2015-01-12,0,['Mickael Antione-Curier'],4,"['Grant Gillespie', 'Garcia Tena', 'Michael Devlin', 'Steven Hendrie']",4-4-1-1,24,['Michael McGovern'],"['Anthony Andreu', 'Dougie Imrie', 'Jonathon Routledge', 'Darian MacKinnon', 'Alistair Crawford']",0,10,5,Hamilton,2,2.9,2.38,3.4
1035,1,"['Leigh Griffiths', 'Kris Commons']",6,"['Virgil van Dijk', 'Jason Denayer', 'Emilio Izaguirre', 'Adam Matthews']",4-3-1-2,9,['Craig Gordon'],"['Liam Henderson', 'Stefan Johansen', 'Nir Biton', 'Scott Brown']",0,16,7,Celtic,2,2015-01-17,0,"['Mickael Antione-Curier', 'Anthony Andreu']",6,"['Grant Gillespie', 'Martin Canning', 'Michael Devlin', 'Steven Hendrie']",4-1-3-2,11,['Michael McGovern'],"['Darian MacKinnon', 'Alistair Crawford', 'Jonathon Routledge', 'Dougie Imrie']",0,12,3,Hamilton,2,1.36,8.0,4.75
1036,2,['Luka Tankulic'],1,"['Paul McGinn', 'Gary Irvine', 'Iain Davidson', 'Kostadin Gadzhalov']",4-2-3-1,6,['Scott Bain'],"['Jim McAllister', 'Kevin Thomson', 'Gary Harkins', 'Greg Stewart', 'Alex Harris']",0,7,7,Dundee FC,2,2015-01-17,1,['Adam Rooney'],9,"['Andrew Considine', 'Mark Reynolds', 'Ashton Taylor', 'Shaleum Logan']",4-4-1-1,10,['Scott P. Brown'],"['David Goodwillie', 'Jonathan Hayes', 'Ryan Jack', 'Peter Pawlett', 'Niall McGinn']",0,15,7,Aberdeen,0,6.5,1.44,4.5
1037,1,['Yoann Arquin'],2,"['Jim Goodwin', 'Jason Naismith', 'Sean Kelly', 'Jeroen Tesselaar']",4-2-3-1,10,['Mark Ridgers'],"['Isaac Osbourne', 'Stephen Mallan', 'Marc McAusland', 'John McGinn', 'Kenny McLean']",1,10,3,St Mirren,0,2015-01-17,0,['Craig Curran'],11,"['Paul Quinn', 'Steven Saunders', 'Jamie Reckord', 'Lewis Toshney']",4-4-1-1,5,['Antonio Reguero Chapinal'],"['Richard Brittain', 'Martin Woods', 'Jackson Irvine', 'Graham Carey', 'Joe Cardle']",0,12,7,Ross County,2,3.1,2.3,3.25
1038,0,['Kris Doolan'],4,"['Dale Keenan', 'Conrad Balatoni', 'Daniel Seaborne', ""Stephen O'Donnel""]",4-2-3-1,11,['Paul Gallacher'],"['Declan McDaid', 'Ryan Stevenson', 'Steven Lawless', 'Abdul Osman', 'Stuart Bannigan']",0,4,2,Partick,1,2015-01-17,1,['Steven MacLean'],3,"['Brian Easton', 'Steven Anderson', 'Frazer Wright', 'David Mackay']",4-4-1-1,9,['Alan Mannus'],"[""Michael O'Halloran"", 'Liam Caddis', 'Chris Millar', 'Simon Lappin', 'David Wotherspoon']",0,5,2,St Johnstone,1,3.2,2.25,3.3
